177,CVE-2000-0900,CVE-2005-2256,CVE-2004-2121,CVE-2004-0280,CVE-2003-0424,CVE-2001-0693,CVE-2001-0778,CVE-2002-1831,CVE-2000-0671,CVE-2004-0189,CVE-2002-1291,CVE-2002-1031,CVE-2001-1140,CVE-2004-0760,CVE-2002-1025,CVE-2002-1213,CVE-2004-0072,CVE-2004-0847,CVE-2002-1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,CVE-2000-0499,CVE-2000-0497,CVE-2000-0498,CVE-2001-0766,CVE-2001-0795,CVE-2001-1238,CVE-2003-0411,CVE-2002-0485,CVE-1999-0239,CVE-2005-0269,CVE-2004-1083,CVE-2002-2119,CVE-2004-2214,CVE-2004-2154,CVE-2005-4509,CVE-2002-1820,CVE-2007-3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,CVE-2002-0433,CVE-2003-0332,CVE-2002-0802,CVE-2000-0191,CVE-2004-2363,CVE-2002-0934,CVE-2003-0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,CVE-2002-0433,CVE-2003-0332,CVE-2002-0802,CVE-2000-0191,CVE-2004-2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,CVE-2002-0934,CVE-2003-0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,CVE-2004-0815,CVE-2005-3123,CVE-2002-0325,CVE-2002-0784,CVE-2005-2169,CVE-2001-1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,CVE-2005-2782,CVE-2004-0542,CVE-2004-0595,CVE-2005-3287,CVE-2004-2351,CVE-2005-2959,CVE-2005-1824,CVE-2005-2184,CVE-2007-1343,CVE-2007-5727,CVE-2006-4308,CVE-2007-3572,CVE-2002-0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,CVE-2002-2109,CVE-2005-1949,CVE-2001-1072,CVE-2000-0115,CVE-2002-1527,CVE-2005-1061,CVE-2005-2169,CVE-2005-0603,CVE-2005-1820,CVE-2005-3153,CVE-2005-4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,CVE-2005-1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,CVE-2014-6394,CVE-2004-1012,CVE-2004-0765,CVE-2002-1374,CVE-2000-0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,CVE-2010-2753,CVE-2002-0391,CVE-2002-0639,CVE-2005-1141,CVE-2005-0102,CVE-2004-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,CVE-2004-0816,CVE-2004-1002,CVE-2005-0199,CVE-2005-1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
