114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,CVE-2006-4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,CVE-2001-0677,CVE-2000-0703,CVE-2003-0020,CVE-2003-0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,CVE-2005-1941,CVE-2002-1713,CVE-2001-1550,CVE-2002-1711,CVE-2002-1844,CVE-2001-0497,CVE-1999-0426,,,,,,,,,,,,,,,,,,,,,,,,,,
277,CVE-2005-1841,CVE-2002-1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,CVE-2002-0265,CVE-2003-0876,CVE-2002-1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,CVE-2003-0501,CVE-2004-0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,CVE-2002-2323,CVE-2001-1515,CVE-2005-1920,CVE-2001-0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,CVE-1999-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,CVE-2001-0178,CVE-2004-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,CVE-2010-4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,CVE-2009-3168,CVE-2009-2960,CVE-2009-3597,CVE-2009-2282,CVE-2009-3230,CVE-2009-2213,CVE-2009-0034,CVE-2008-6123,CVE-2008-5027,CVE-2008-7109,CVE-2008-3424,CVE-2009-3781,CVE-2008-4577,CVE-2008-6548,CVE-2007-2925,CVE-2006-6679,CVE-2005-3623,CVE-2005-2801,CVE-2001-1155,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,CVE-2009-3421,CVE-2009-2382,CVE-2009-1048,CVE-2009-2213,CVE-2009-2168,CVE-2009-3107,CVE-2009-1596,CVE-2009-2422,CVE-2009-3232,CVE-2009-3231,CVE-2005-3435,CVE-2005-0408,,,,,,,,,,,,,,,,,,,,,
288,CVE-2000-1179,CVE-1999-1454,CVE-1999-1077,CVE-2003-0304,CVE-2002-0870,CVE-2002-0066,CVE-2003-1035,,,,,,,,,,,,,,,,,,,,,,,,,,
289,CVE-2003-0317,CVE-2004-0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,CVE-2009-1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,CVE-2005-3435,CVE-2007-4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,CVE-2014-1266,CVE-2008-4989,CVE-2012-5821,CVE-2009-3046,CVE-2011-0199,CVE-2012-5810,CVE-2012-3446,CVE-2009-2408,CVE-2012-2993,CVE-2012-5822,CVE-2012-5819,CVE-2012-5817,CVE-2010-1378,CVE-2005-3170,CVE-2009-0265,CVE-2003-1229,CVE-2002-0862,CVE-2009-1358,,,,,,,,,,,,,,,
296,CVE-2016-2402,CVE-2008-4989,CVE-2012-5821,CVE-2009-3046,CVE-2009-0265,CVE-2009-0124,CVE-2002-0970,CVE-2002-0862,,,,,,,,,,,,,,,,,,,,,,,,,
297,CVE-2012-5810,CVE-2012-5811,CVE-2012-5807,CVE-2012-3446,CVE-2009-2408,CVE-2012-0867,CVE-2010-2074,CVE-2009-4565,CVE-2009-3767,CVE-2012-5806,CVE-2012-2993,CVE-2012-5804,CVE-2012-5824,CVE-2012-5822,CVE-2012-5819,CVE-2012-5817,CVE-2012-5784,CVE-2012-5782,CVE-2012-5780,CVE-2003-0355,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,CVE-2011-2014,CVE-2011-0199,CVE-2010-5185,CVE-2009-3046,CVE-2009-0161,CVE-2011-2701,CVE-2011-0935,CVE-2009-1358,CVE-2009-0642,CVE-2008-4679,CVE-2006-4410,CVE-2006-4409,,,,,,,,,,,,,,,,,,,,,
300,CVE-2014-1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,CVE-2005-3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,CVE-2002-0367,CVE-2004-0261,CVE-2002-1730,CVE-2002-1734,CVE-2002-2064,CVE-2002-2054,CVE-2004-1611,CVE-2005-1708,CVE-2005-1787,,,,,,,,,,,,,,,,,,,,,,,,
303,CVE-2003-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,CVE-2004-2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,CVE-2002-1374,CVE-2000-0979,CVE-2001-0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,CVE-2002-1810,CVE-2008-6827,CVE-2004-0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,CVE-1999-1152,CVE-2001-1291,CVE-2001-0395,CVE-2001-1339,CVE-2002-0628,CVE-1999-1324,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,CVE-2009-2272,CVE-2009-1466,CVE-2009-0152,CVE-2009-1603,CVE-2009-0964,CVE-2008-6157,CVE-2008-6828,CVE-2008-1567,CVE-2008-0174,CVE-2007-5778,CVE-2002-1949,CVE-2008-4122,CVE-2008-3289,CVE-2008-4390,CVE-2007-5626,CVE-2004-1852,CVE-2008-0374,CVE-2007-4961,CVE-2007-4786,CVE-2005-3140,,,,,,,,,,,,,
312,CVE-2009-2272,CVE-2009-1466,CVE-2009-0152,CVE-2009-1603,CVE-2009-0964,CVE-2008-6157,CVE-2008-6828,CVE-2008-1567,CVE-2008-0174,CVE-2007-5778,CVE-2001-1481,CVE-2005-1828,CVE-2005-2209,CVE-2002-1696,CVE-2004-2397,CVE-2002-1800,CVE-2001-1537,CVE-2001-1536,CVE-2005-2160,,,,,,,,,,,,,,
313,CVE-2001-1481,CVE-2005-1828,CVE-2005-2209,CVE-2002-1696,CVE-2004-2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,CVE-2005-2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,CVE-2002-1800,CVE-2001-1537,CVE-2001-1536,CVE-2005-2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,CVE-2001-1517,CVE-2001-0984,CVE-2003-0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,CVE-2002-1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,CVE-2005-1794,CVE-2001-1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,CVE-2002-1949,CVE-2008-4122,CVE-2008-3289,CVE-2008-4390,CVE-2007-5626,CVE-2004-1852,CVE-2008-0374,CVE-2007-4961,CVE-2007-4786,CVE-2005-3140,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,CVE-2001-1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,CVE-2001-1546,CVE-2004-2172,CVE-2002-1682,CVE-2002-1697,CVE-2002-1739,CVE-2005-2281,CVE-2002-1872,CVE-2002-1910,CVE-2002-1946,CVE-2002-1975,,,,,,,,,,,,,,,,,,,,,,,
327,CVE-2008-3775,CVE-2007-4150,CVE-2007-5460,CVE-2005-4860,CVE-2002-2058,CVE-2008-3188,CVE-2005-2946,CVE-2007-6013,,,,,,,,,,,,,,,,,,,,,,,,,
328,CVE-2006-4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,CVE-2009-3278,CVE-2009-3238,CVE-2009-2367,CVE-2009-2158,CVE-2009-0255,CVE-2008-5162,CVE-2008-4905,CVE-2008-4929,CVE-2008-3612,CVE-2008-2433,CVE-2008-0166,CVE-2008-2108,CVE-2008-2020,CVE-2008-0087,CVE-2008-0141,,,,,,,,,,,,,,,,,,
331,CVE-2001-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,CVE-2002-0583,CVE-2002-0903,CVE-2003-1230,CVE-2004-0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,CVE-2009-3278,CVE-2009-3238,CVE-2009-2367,CVE-2008-0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,CVE-2002-0389,CVE-2001-1141,CVE-2000-0335,CVE-2005-1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,CVE-2000-1218,CVE-2005-0877,CVE-2001-1452,CVE-2005-2188,CVE-2003-0174,CVE-1999-1549,CVE-2003-0981,,,,,,,,,,,,,,,,,,,,,,,,,,
347,CVE-2002-1796,CVE-2005-2181,CVE-2005-2182,CVE-2002-1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,CVE-2002-0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,CVE-2004-1703,CVE-2004-1995,CVE-2004-1967,CVE-2004-1842,CVE-2005-1947,CVE-2005-2059,CVE-2005-1674,CVE-2009-3520,CVE-2009-3022,CVE-2009-3759,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,CVE-2004-0063,CVE-2002-1446,CVE-2002-0499,CVE-2005-2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,CVE-2003-0740,CVE-2004-1033,CVE-2000-0094,CVE-2002-0638,CVE-2003-0489,CVE-2003-0937,CVE-2004-2215,CVE-2006-5397,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,CVE-2002-0567,CVE-2002-1578,CVE-2003-1035,CVE-2002-1863,CVE-2002-0066,CVE-2004-1461,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,CVE-2004-2144,CVE-2005-1892,CVE-2004-2257,CVE-2005-1688,CVE-2005-1697,CVE-2005-1698,CVE-2005-1685,CVE-2005-1827,CVE-2005-1654,CVE-2005-1668,CVE-2002-1798,,,,,,,,,,,,,,,,,,,,,,
426,CVE-1999-1120,CVE-2008-1810,CVE-2007-2027,CVE-2008-3485,CVE-2008-2613,CVE-2008-1319,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,CVE-2001-0901,CVE-2002-1841,CVE-2005-1868,CVE-2005-1881,CVE-2005-0254,CVE-2004-2262,CVE-2006-4558,CVE-2006-6994,CVE-2005-3288,CVE-2006-2428,,,,,,,,,,,,,,,,,,,,,,,
441,CVE-1999-0017,CVE-1999-0168,CVE-2005-0315,CVE-2002-1484,CVE-2004-2061,CVE-2001-1484,CVE-2010-1637,CVE-2009-0037,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,CVE-2002-0108,CVE-2000-0253,CVE-2000-0254,CVE-2000-0926,CVE-2000-0101,CVE-2000-0102,CVE-2000-0758,CVE-2002-1880,CVE-2000-1234,CVE-2005-1652,CVE-2005-1784,CVE-2005-2314,CVE-2005-1682,,,,,,,,,,,,,,,,,,,,
473,CVE-2000-0860,CVE-2001-0854,CVE-2002-0764,CVE-2001-1025,CVE-2003-0754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,CVE-2008-3438,CVE-2008-3324,CVE-2001-1125,CVE-2002-0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,CVE-2015-8103,CVE-2015-4852,CVE-2013-1465,CVE-2012-3527,CVE-2012-0911,CVE-2012-0911,CVE-2011-2520,CVE-2012-4406,CVE-2003-0791,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,CVE-2007-0681,CVE-2000-0944,CVE-2005-3435,CVE-2005-0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CVE-1999-1386,CVE-2000-1178,CVE-2004-0217,CVE-2003-0517,CVE-2004-0689,CVE-2005-1879,CVE-2005-1880,CVE-2005-1916,CVE-2000-0972,CVE-2005-0824,CVE-2001-1494,CVE-2002-0793,CVE-2003-0578,CVE-1999-0783,CVE-2004-1603,CVE-2004-1901,CVE-2005-1111,CVE-2000-0342,CVE-2001-1042,CVE-2001-1043,CVE-2005-0587,CVE-2001-1386,CVE-2003-1233,CVE-2002-0725,CVE-2003-0844,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,CVE-2005-4206,CVE-2008-2951,CVE-2008-2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,CVE-2006-6994,CVE-2007-0163,CVE-2007-0164,CVE-2007-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,CVE-2006-0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,CVE-2005-1306,CVE-2012-5656,CVE-2012-2239,CVE-2012-3489,CVE-2012-4399,CVE-2012-3363,CVE-2012-0037,CVE-2011-4107,CVE-2010-3322,CVE-2009-1699,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,CVE-2007-0681,CVE-2000-0944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,CVE-2005-2428,CVE-2008-0306,CVE-1999-0073,CVE-2007-4432,CVE-2006-7191,CVE-2008-5738,CVE-2008-5642,CVE-2008-5125,CVE-2008-5065,CVE-2008-4752,CVE-2000-0102,CVE-2000-0253,CVE-2008-1319,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,CVE-2005-0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,CVE-2006-6588,CVE-2006-7142,CVE-2005-4002,CVE-2006-4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,CVE-2007-5101,CVE-2007-4238,CVE-2007-1716,CVE-2005-3148,CVE-2005-1064,CVE-2011-1551,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CVE-2008-5748,CVE-2008-5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,CVE-2009-3482,CVE-2009-3897,CVE-2009-3489,CVE-2009-3289,CVE-2009-0115,CVE-2009-1073,CVE-2009-0141,CVE-2008-0662,CVE-2008-0322,CVE-2009-3939,CVE-2009-3611,CVE-2007-6033,CVE-2007-5544,CVE-2005-4868,CVE-2004-1714,CVE-2001-0006,CVE-2002-0969,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,CVE-2007-3798,CVE-2006-4447,CVE-2006-2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,CVE-2008-4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,CVE-2006-4302,CVE-2006-4407,CVE-2005-2969,CVE-2001-1444,CVE-2002-1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,CVE-2008-1526,CVE-2006-1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,CVE-2008-4905,CVE-2002-1657,CVE-2001-0967,CVE-2005-0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,CVE-2009-4017,CVE-2009-2726,CVE-2009-2540,CVE-2009-2054,CVE-2008-5180,CVE-2008-1700,CVE-2005-4650,,,,,,,,,,,,,,,,,,,,,,,,,,
778,CVE-2008-4315,CVE-2008-1203,CVE-2007-3730,CVE-2007-1225,CVE-2003-1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,CVE-2007-0421,CVE-2002-1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,CVE-1999-0067,CVE-2001-1246,CVE-2002-0061,CVE-2003-0041,CVE-2008-2575,CVE-2002-1898,CVE-2008-4304,CVE-2008-4796,CVE-2007-3572,CVE-2012-1988,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,CVE-2009-2208,CVE-2008-3831,CVE-2008-3525,CVE-2008-0322,CVE-2007-4277,CVE-2007-1400,CVE-2006-4926,CVE-1999-0728,,,,,,,,,,,,,,,,,,,,,,,,,
784,CVE-2009-1549,CVE-2009-1619,CVE-2009-0864,CVE-2008-5784,CVE-2008-6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,CVE-2014-8958,CVE-2017-9764,CVE-2014-5198,CVE-2008-5080,CVE-2006-4308,CVE-2007-5727,CVE-2008-5770,CVE-2008-4730,CVE-2008-5734,CVE-2008-0971,CVE-2008-5249,CVE-2006-3568,CVE-2006-3211,CVE-2006-3295,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,CVE-2010-2772,CVE-2010-2073,CVE-2010-1573,CVE-2008-2369,CVE-2008-0961,CVE-2008-1160,CVE-2006-7142,CVE-2005-3716,CVE-2005-3803,CVE-2005-0496,,,,,,,,,,,,,,,,,,,,,,,
807,CVE-2009-1549,CVE-2009-1619,CVE-2009-0864,CVE-2008-5784,CVE-2008-6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,CVE-2010-2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,CVE-2010-2076,CVE-2004-0285,CVE-2004-0030,CVE-2004-0068,CVE-2005-2157,CVE-2005-2162,CVE-2005-2198,CVE-2004-0128,CVE-2005-1864,CVE-2005-1869,CVE-2005-1870,CVE-2005-2154,CVE-2002-1704,CVE-2002-1707,CVE-2005-1964,CVE-2005-1681,CVE-2005-2086,CVE-2004-0127,CVE-2005-1971,CVE-2005-3335,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,CVE-2009-1283,CVE-2005-3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,CVE-2011-0348,CVE-2007-3012,CVE-2009-5056,CVE-2004-2164,CVE-2003-0777,CVE-2005-3327,CVE-2004-0829,CVE-2010-2620,CVE-2005-3296,,,,,,,,,,,,,,,,,,,,,,,,
862,CVE-2009-3168,CVE-2009-3597,CVE-2009-2282,CVE-2008-5027,CVE-2009-3781,CVE-2008-6548,CVE-2009-2960,CVE-2009-3230,CVE-2009-2213,CVE-2009-0034,CVE-2008-6123,CVE-2008-7109,CVE-2008-3424,CVE-2008-4577,CVE-2007-2925,CVE-2006-6679,CVE-2005-3623,CVE-2005-2801,CVE-2001-1155,,,,,,,,,,,,,,
863,CVE-2009-2213,CVE-2009-0034,CVE-2008-6123,CVE-2008-7109,CVE-2008-3424,CVE-2008-4577,CVE-2006-6679,CVE-2005-2801,CVE-2001-1155,,,,,,,,,,,,,,,,,,,,,,,,
