1,8,0.69892
1,46,0.626204
1,18,0.265155
1,15,0.256638
1,16,0.240652
1,5,0.203962
1,20,0.176057
1,11,0.0438475
1,29,0.0218325
1,4,0.0205108
1,30,0.0154961
1,32,0.0154417
1,27,0.0130282
1,59,0.012616
1,33,0.0116623
1,7,0.0101304
1,22,0.00930416
1,44,0.00907669
1,21,0.00834008
1,71,0.00742353
1,50,0.00220538
1,53,0.00104452
1,9,0.00046902
1,55,0.000453415
2,4,0.344748
2,6,0.222137
2,37,0.220489
2,26,0.163919
2,70,0.160623
2,48,0.160623
2,9,0.147678
2,20,0.134617
2,23,0.122207
2,72,0.116433
2,41,0.0832085
2,51,0.0392499
2,68,0.0324611
2,50,0.0191658
2,42,0.013136
2,62,0.00599673
2,73,0.00390922
2,71,0.00288547
2,64,0.0026236
2,18,0.00168192
2,13,0.000218569
2,10,5.97E-05
2,66,3.48E-05
2,40,3.03E-06
3,17,0.601588
3,10,0.598055
3,52,0.560383
3,96,0.533327
3,14,0.478059
3,93,0.456971
3,88,0.430131
3,39,0.420189
3,9,0.317368
3,54,0.296387
3,13,0.279165
3,49,0.271595
3,91,0.199622
3,76,0.195994
3,41,0.191469
3,85,0.160901
3,5,0.147463
3,28,0.146967
3,83,0.123604
3,19,0.123263
3,37,0.032986
3,36,0.0282193
3,74,0.00259007
3,92,0.00113194
4,37,0.490602
4,26,0.375808
4,48,0.36045
4,2,0.344748
4,23,0.271919
4,41,0.174165
4,51,0.0873337
4,36,0.0459098
4,42,0.0452963
4,18,0.0276192
4,1,0.0205108
4,50,0.0188129
4,35,0.0182296
4,5,0.0181765
4,20,0.0156897
4,38,0.0140719
4,9,0.0137046
4,13,0.00286283
4,12,0.00162088
4,47,0.000548578
4,28,0.000521149
4,46,0.000443506
4,40,0.000216622
4,24,0.000177539
5,18,0.234978
5,1,0.203962
5,9,0.190098
5,20,0.15602
5,26,0.149312
5,3,0.147463
5,19,0.142478
5,39,0.13962
5,44,0.0855052
5,35,0.0823877
5,31,0.0397103
5,14,0.0326261
5,43,0.0195693
5,4,0.0181765
5,25,0.0174478
5,23,0.00674742
5,17,0.00652531
5,6,0.00646965
5,32,0.00522935
5,33,0.00296305
5,22,0.00176819
5,40,0.00173383
5,34,0.00162919
5,24,0.000464444
6,9,0.260119
6,20,0.237114
6,2,0.222137
6,50,0.019057
6,44,0.0149565
6,31,0.00694611
6,48,0.00670606
6,5,0.00646965
6,14,0.00570693
6,43,0.00342304
6,53,0.00327544
6,25,0.00305195
6,18,0.00296253
6,42,0.00118835
6,23,0.00118025
6,17,0.0011414
6,32,0.000914715
6,33,0.000518294
6,45,0.000473082
6,19,0.000400445
6,51,0.00031125
6,22,0.00030929
6,34,0.000284977
6,24,8.12E-05
7,11,0.646138
7,95,0.127141
7,30,0.041057
7,8,0.0381889
7,80,0.0344929
7,82,0.0271949
7,15,0.0147331
7,16,0.0104748
7,1,0.0101304
7,86,0.00754656
7,53,0.00619089
7,46,0.00561184
7,59,0.00495929
7,29,0.0047521
7,81,0.00289128
7,22,0.00255079
7,27,0.00112919
7,32,0.000948882
7,99,0.000532295
7,89,0.000517229
7,33,0.00050851
7,21,0.000363653
7,44,0.0001971
7,55,1.98E-05
8,1,0.69892
8,30,0.58186
8,46,0.566197
8,80,0.557752
8,99,0.251528
8,82,0.238865
8,15,0.237585
8,16,0.222396
8,95,0.198125
8,86,0.160225
8,81,0.0613865
8,11,0.0405923
8,7,0.0381889
8,29,0.0202117
8,27,0.019947
8,32,0.0181683
8,59,0.0116794
8,89,0.0109816
8,33,0.0107965
8,22,0.00889247
8,44,0.00829212
8,21,0.00772092
8,53,0.000966973
8,55,0.000419754
9,42,0.631173
9,35,0.559042
9,83,0.462459
9,63,0.447412
9,38,0.408787
9,26,0.353988
9,68,0.321363
9,3,0.317368
9,6,0.260119
9,49,0.253724
9,76,0.251905
9,74,0.233967
9,52,0.218764
9,5,0.190098
9,19,0.158553
9,20,0.157993
9,39,0.15791
9,2,0.147678
9,79,0.128343
9,4,0.0137046
9,50,0.0126736
9,71,0.00339397
9,18,0.00250985
9,1,0.00046902
10,17,0.700372
10,88,0.656117
10,96,0.620851
10,3,0.598055
10,54,0.521746
10,39,0.479136
10,14,0.39184
10,93,0.380599
10,52,0.261712
10,41,0.247438
10,85,0.188373
10,90,0.181114
10,28,0.172437
10,49,0.0873216
10,13,0.0526145
10,37,0.0383411
10,36,0.0328005
10,94,0.0129365
10,62,0.0099308
10,68,0.00691487
10,42,0.00363861
10,66,0.000354386
10,26,7.56E-05
10,2,5.97E-05
11,7,0.646138
11,82,0.0696584
11,15,0.0484344
11,16,0.0453379
11,80,0.0440153
11,1,0.0438475
11,8,0.0405923
11,86,0.0326637
11,95,0.0290182
11,46,0.013198
11,81,0.0125143
11,29,0.00412037
11,32,0.00400303
11,30,0.00292452
11,27,0.00245877
11,59,0.00238098
11,99,0.00230393
11,89,0.00223872
11,33,0.00220098
11,22,0.00175594
11,21,0.00157399
11,44,0.000853106
11,53,0.000197128
11,55,8.56E-05
12,35,0.164656
12,25,0.0875365
12,27,0.0800068
12,20,0.0470769
12,65,0.0297667
12,28,0.0297136
12,38,0.0239422
12,55,0.0234986
12,37,0.0218418
12,46,0.0206789
12,63,0.0122063
12,18,0.0107467
12,13,0.0106867
12,61,0.00988864
12,47,0.00805334
12,29,0.0048437
12,67,0.00357921
12,21,0.00247235
12,4,0.00162088
12,30,0.00159791
12,40,0.00141932
12,24,0.00101129
12,36,0.000436922
12,50,9.05E-05
13,18,0.362379
13,52,0.307069
13,14,0.280893
13,3,0.279165
13,10,0.0526145
13,17,0.0495165
13,54,0.0337171
13,41,0.0250473
13,37,0.0240389
13,28,0.0206847
13,64,0.0202032
13,50,0.01462
13,39,0.0142589
13,26,0.0116466
13,36,0.0107885
13,12,0.0106867
13,49,0.0074018
13,38,0.0047216
13,46,0.00465408
13,47,0.00307683
13,4,0.00286283
13,40,0.000977514
13,24,0.000754178
13,2,0.000218569
14,39,0.519462
14,3,0.478059
14,17,0.416267
14,10,0.39184
14,13,0.280893
14,28,0.275976
14,44,0.270748
14,31,0.125741
14,48,0.121396
14,41,0.0738128
14,43,0.0619652
14,25,0.0552476
14,5,0.0326261
14,23,0.0213654
14,32,0.0165585
14,37,0.0127164
14,36,0.0108788
14,33,0.00938236
14,45,0.00856391
14,19,0.007249
14,6,0.00570693
14,22,0.00559889
14,34,0.00515875
14,24,0.00147064
15,16,0.685928
15,82,0.285011
15,80,0.261173
15,1,0.256638
15,8,0.237585
15,59,0.194249
15,86,0.191179
15,95,0.169842
15,46,0.118268
15,53,0.10242
15,29,0.084947
15,81,0.0732458
15,11,0.0484344
15,33,0.0185054
15,30,0.0171171
15,32,0.0170571
15,7,0.0147331
15,27,0.0143911
15,99,0.0134848
15,89,0.0132294
15,22,0.0102775
15,21,0.00921253
15,44,0.0050262
15,55,0.000500846
16,15,0.685928
16,82,0.485269
16,80,0.446317
16,33,0.297321
16,1,0.240652
16,8,0.222396
16,86,0.178957
16,95,0.158984
16,44,0.136426
16,46,0.072309
16,81,0.0685631
16,55,0.0458931
16,11,0.0453379
16,30,0.0305147
16,32,0.0261278
16,29,0.0225746
16,27,0.013471
16,59,0.0130449
16,99,0.0126227
16,89,0.0122654
16,7,0.0104748
16,22,0.00962041
16,21,0.00862356
16,53,0.00108002
17,10,0.700372
17,3,0.601588
17,14,0.416267
17,39,0.354254
17,37,0.334899
17,41,0.268131
17,28,0.140714
17,44,0.0541505
17,13,0.0495165
17,36,0.0317952
17,31,0.0251486
17,48,0.0242795
17,43,0.0123932
17,25,0.0110497
17,5,0.00652531
17,23,0.00427314
17,32,0.00331175
17,33,0.0018765
17,45,0.00171281
17,19,0.00144982
17,6,0.0011414
17,22,0.00111979
17,34,0.00103177
17,24,0.000294132
18,38,0.385503
18,20,0.368077
18,13,0.362379
18,36,0.298013
18,1,0.265155
18,5,0.234978
18,4,0.0276192
18,28,0.0195438
18,37,0.0121248
18,12,0.0107467
18,6,0.00296253
18,47,0.00274011
18,9,0.00250985
18,46,0.00223356
18,2,0.00168192
18,40,0.00107938
18,24,0.00088464
18,25,9.02E-05
18,29,3.79E-05
18,27,3.31E-05
18,35,2.61E-05
18,21,1.94E-05
18,30,1.25E-05
18,42,9.00E-06
19,31,0.271106
19,43,0.23078
19,56,0.207277
19,23,0.204967
19,49,0.18752
19,24,0.169664
19,52,0.161682
19,9,0.158553
19,5,0.142478
19,3,0.123263
19,39,0.116707
19,48,0.0425318
19,44,0.0189979
19,14,0.007249
19,53,0.0041605
19,25,0.00387662
19,17,0.00144982
19,32,0.00116188
19,33,0.000658342
19,45,0.000600914
19,6,0.000400445
19,51,0.000395352
19,22,0.000392863
19,34,0.00036198
20,18,0.368077
20,6,0.237114
20,1,0.176057
20,9,0.157993
20,5,0.15602
20,2,0.134617
20,46,0.119683
20,38,0.0513257
20,12,0.0470769
20,4,0.0156897
20,50,0.0132357
20,29,0.0121381
20,55,0.00434792
20,25,0.00315422
20,47,0.00223346
20,28,0.00194193
20,27,0.00115815
20,35,0.000911795
20,61,0.000747628
20,42,0.000720151
20,21,0.000676797
20,30,0.000437421
20,63,0.000314543
20,36,1.26E-05
21,27,0.43799
21,29,0.018898
21,15,0.00921253
21,25,0.00907646
21,16,0.00862356
21,1,0.00834008
21,8,0.00772092
21,35,0.00631728
21,28,0.00542606
21,30,0.00516821
21,46,0.00482181
21,38,0.00405553
21,12,0.00247235
21,11,0.00157399
21,20,0.000676797
21,47,0.000651001
21,32,0.000554311
21,33,0.00041864
21,7,0.000363653
21,22,0.000333991
21,44,0.000162266
21,53,3.75E-05
21,36,3.53E-05
21,18,1.94E-05
22,32,0.347766
22,44,0.0148544
22,15,0.0102775
22,16,0.00962041
22,1,0.00930416
22,8,0.00889247
22,31,0.0068146
22,14,0.00559889
22,43,0.00335823
22,25,0.00299417
22,7,0.00255079
22,5,0.00176819
22,11,0.00175594
22,23,0.00115791
22,17,0.00111979
22,33,0.000975514
22,29,0.000874316
22,30,0.000620565
22,27,0.000521735
22,19,0.000392863
22,21,0.000333991
22,6,0.00030929
22,34,0.000279581
22,24,7.97E-05
23,50,0.557486
23,31,0.427585
23,43,0.384599
23,24,0.366432
23,48,0.291893
23,4,0.271919
23,19,0.204967
23,37,0.173047
23,26,0.128062
23,2,0.122207
23,41,0.0614782
23,44,0.0559936
23,51,0.0501398
23,14,0.0213654
23,25,0.0114258
23,42,0.00876238
23,5,0.00674742
23,17,0.00427314
23,32,0.00342447
23,33,0.00194037
23,45,0.00177111
23,6,0.00118025
23,22,0.00115791
23,34,0.00106688
24,31,0.618788
24,43,0.582927
24,23,0.366432
24,19,0.169664
24,44,0.0038542
24,14,0.00147064
24,12,0.00101129
24,37,0.000952345
24,18,0.00088464
24,25,0.000786468
24,13,0.000754178
24,28,0.00064176
24,5,0.000464444
24,38,0.000440235
24,17,0.000294132
24,32,0.000235716
24,4,0.000177539
24,33,0.000133561
24,45,0.00012191
24,6,8.12E-05
24,22,7.97E-05
24,34,7.34E-05
24,40,7.20E-05
24,36,4.28E-05
25,35,0.101882
25,12,0.0875365
25,31,0.0672438
25,14,0.0552476
25,29,0.0437688
25,34,0.0351344
25,43,0.0331377
25,27,0.0310581
25,28,0.0252882
25,38,0.0233413
25,5,0.0174478
25,30,0.0148594
25,23,0.0114258
25,17,0.0110497
25,21,0.00907646
25,32,0.00885516
25,33,0.00501749
25,19,0.00387662
25,20,0.00315422
25,6,0.00305195
25,22,0.00299417
25,24,0.000786468
25,36,0.000164343
25,18,9.02E-05
26,63,0.638424
26,35,0.577301
26,42,0.547693
26,4,0.375808
26,9,0.353988
26,38,0.345364
26,48,0.321539
26,70,0.321539
26,68,0.316512
26,37,0.28822
26,73,0.208306
26,72,0.168319
26,2,0.163919
26,5,0.149312
26,64,0.1398
26,41,0.132843
26,23,0.128062
26,51,0.0411303
26,13,0.0116466
26,50,0.00874645
26,62,0.00759083
26,40,0.000161712
26,10,7.56E-05
26,66,4.41E-05
27,21,0.43799
27,29,0.11664
27,12,0.0800068
27,35,0.0687219
27,30,0.0496825
27,25,0.0310581
27,8,0.019947
27,15,0.0143911
27,16,0.013471
27,1,0.0130282
27,28,0.00928519
27,46,0.00787689
27,38,0.00693991
27,11,0.00245877
27,20,0.00115815
27,7,0.00112919
27,47,0.00111401
27,32,0.00095013
27,33,0.000653966
27,22,0.000521735
27,44,0.000253479
27,36,6.03E-05
27,53,5.86E-05
27,18,3.31E-05
28,47,0.629469
28,40,0.486214
28,14,0.275976
28,39,0.250502
28,10,0.172437
28,3,0.146967
28,17,0.140714
28,41,0.0629117
28,38,0.0384864
28,36,0.0346277
28,12,0.0297136
28,37,0.0260768
28,25,0.0252882
28,13,0.0206847
28,46,0.0204492
28,18,0.0195438
28,29,0.0106304
28,27,0.00928519
28,35,0.00731011
28,21,0.00542606
28,30,0.00350692
28,20,0.00194193
28,24,0.00064176
28,4,0.000521149
29,35,0.346347
29,30,0.316072
29,27,0.11664
29,53,0.105612
29,46,0.0897285
29,15,0.084947
29,25,0.0437688
29,38,0.0246691
29,16,0.0225746
29,1,0.0218325
29,8,0.0202117
29,21,0.018898
29,20,0.0121381
29,28,0.0106304
29,12,0.0048437
29,7,0.0047521
29,11,0.00412037
29,47,0.00182467
29,32,0.00145106
29,33,0.00109591
29,22,0.000874316
29,44,0.000424777
29,36,6.91E-05
29,18,3.79E-05
30,8,0.58186
30,29,0.316072
30,35,0.115035
30,27,0.0496825
30,7,0.041057
30,16,0.0305147
30,33,0.0180681
30,15,0.0171171
30,1,0.0154961
30,25,0.0148594
30,38,0.00835932
30,32,0.00770736
30,46,0.00684296
30,21,0.00516821
30,28,0.00350692
30,11,0.00292452
30,12,0.00159791
30,22,0.000620565
30,44,0.000568351
30,20,0.000437421
30,47,0.000420748
30,53,6.97E-05
30,36,2.28E-05
30,18,1.25E-05
31,43,0.665054
31,24,0.618788
31,23,0.427585
31,48,0.404767
31,61,0.38464
31,44,0.329537
31,19,0.271106
31,59,0.249626
31,56,0.245812
31,57,0.179617
31,14,0.125741
31,53,0.0721679
31,25,0.0672438
31,5,0.0397103
31,17,0.0251486
31,32,0.0201539
31,58,0.0128004
31,60,0.0121814
31,33,0.0114196
31,45,0.0104234
31,6,0.00694611
31,51,0.00685778
31,22,0.0068146
31,34,0.0062789
32,22,0.347766
32,44,0.0438835
32,16,0.0261278
32,31,0.0201539
32,8,0.0181683
32,15,0.0170571
32,14,0.0165585
32,1,0.0154417
32,33,0.0144022
32,43,0.00993186
32,25,0.00885516
32,30,0.00770736
32,5,0.00522935
32,11,0.00400303
